text,aspect,polarity,text_clean,aspect_clean,macro_aspect
The service is a little scatty at times but all is forgiven when the food arrives.,food,positive,the service is a little scatty at times but all is forgiven when the food arrives.,food,food
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",salads,positive,"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",salads,food
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",dishes,positive,"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",dishes,food
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",mix of greens,positive,"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",mix of greens,food
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",iceberg,neutral,"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",iceberg,food
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",served,positive,"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",served,service
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",atmosphere,neutral,"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .",atmosphere,ambiance
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",prices,positive,"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .",prices,price
The pickles were great addition.,pickles,positive,the pickles were great addition.,pickles,food
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",General Tao chicken,negative,"if your favorite chinese food is general tao chicken, then this is not your place.",general tao chicken,food
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",Chinese food,neutral,"if your favorite chinese food is general tao chicken, then this is not your place.",chinese food,food
You must try the shrimp appetizers.,shrimp appetizers,positive,you must try the shrimp appetizers.,shrimp appetizers,food
"Not only is the cuisine the best around, the service has always been attentive and charming.",service,positive,"not only is the cuisine the best around, the service has always been attentive and charming.",service,service
"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,positive,"the production is a symphony, alot of fun to experience.the food sublime for the most part.",food,food
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",Waiters,negative,"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",waiters,service
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",food portions,negative,"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",food portions,food
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",drinks,neutral,"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",drinks,food
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",entree,negative,"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",entree,food
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,positive,the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan.,cold appetizer dishes,food
