text,aspect,polarity,text_clean,aspect_clean
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service
"Try the crunchy tuna, it is to die for.",crunchy tuna,positive,"try the crunchy tuna, it is to die for.",crunchy tuna
It won't break the bank but I also wouldnt come back for the food.,food,negative,it won't break the bank but i also wouldnt come back for the food.,food
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,positive,"all in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment,positive,it is a lot of fun with live entertainment and all kinds of disney type special effects.,live entertainment
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,special effects,positive,it is a lot of fun with live entertainment and all kinds of disney type special effects.,special effects
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,positive,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,positive,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi
"No refills on fountain drinks, though.",fountain drinks,negative,"no refills on fountain drinks, though.",fountain drinks
Wow over 100 beers to choose from.,beers,positive,wow over 100 beers to choose from.,beers
Be careful of portions - they're HUGE.,portions,positive,be careful of portions - they're huge.,portions
"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,positive,"the steak tartare is a great bet, they fix it for you at the table.",steak tartare
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,negative,my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal.,crab croquette apt
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,positive,great for large groups and celebrations - our super happy waiter was the entertainment of the evening.,waiter
Did I mention the wine?,wine,neutral,did i mention the wine?,wine
"Plus, on Wednesday nights the house wine is unlimited!",house wine,positive,"plus, on wednesday nights the house wine is unlimited!",house wine
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,negative,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread
The dim sum servings here are a bit larger than I'm used to.,dim sum servings,neutral,the dim sum servings here are a bit larger than i'm used to.,dim sum servings
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management,neutral,"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",door,positive,"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",door
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front,negative,"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",glass front
We won't go to this place again for a good meal.,meal,negative,we won't go to this place again for a good meal.,meal
